,Logistic,KNN,SVM,RF,ExT,Ada,Grad,XGB,CatB,MLP
0,0.823529411764706,0.7368421052631579,0.7368421052631579,0.8275862068965518,0.8139534883720929,0.7073170731707318,0.7179487179487178,0.8139534883720929,0.7710843373493975,0.8275862068965518
1,0.8541666666666666,0.7586206896551724,0.8131868131868132,0.8695652173913044,0.8666666666666667,0.7272727272727273,0.7912087912087912,0.851063829787234,0.8478260869565217,0.8666666666666667
2,0.8695652173913044,0.7865168539325843,0.8181818181818183,0.8260869565217391,0.8260869565217391,0.8409090909090908,0.8505747126436781,0.8723404255319148,0.8571428571428571,0.8631578947368421
3,0.8505747126436781,0.7654320987654321,0.8395061728395062,0.8837209302325582,0.896551724137931,0.8148148148148148,0.8433734939759038,0.8636363636363636,0.8604651162790697,0.8604651162790697
4,0.8409090909090908,0.7951807228915664,0.775,0.75,0.75,0.7142857142857143,0.8045977011494252,0.7816091954022988,0.7857142857142858,0.7446808510638298
5,0.8275862068965518,0.746987951807229,0.7710843373493975,0.8,0.8351648351648352,0.8045977011494252,0.8095238095238095,0.8045977011494252,0.8095238095238095,0.8372093023255814
6,0.8045977011494252,0.7126436781609194,0.7555555555555555,0.7727272727272727,0.7865168539325844,0.6976744186046512,0.7415730337078652,0.8314606741573034,0.7865168539325844,0.8181818181818182
7,0.8043478260869565,0.65,0.761904761904762,0.8636363636363636,0.8351648351648352,0.7710843373493975,0.7816091954022988,0.8,0.7857142857142858,0.8131868131868132
8,0.7526881720430108,0.8139534883720929,0.8433734939759038,0.8131868131868132,0.8444444444444444,0.7032967032967032,0.8433734939759038,0.8089887640449439,0.8181818181818183,0.7789473684210526
9,0.8260869565217391,0.8139534883720929,0.8045977011494253,0.8297872340425533,0.8333333333333334,0.7674418604651163,0.8000000000000002,0.8172043010752689,0.8089887640449439,0.8631578947368421
10,0.9425287356321839,0.8,0.8395061728395062,0.896551724137931,0.8705882352941177,0.8292682926829269,0.8536585365853658,0.896551724137931,0.8705882352941177,0.896551724137931
11,0.776470588235294,0.7073170731707318,0.75,0.776470588235294,0.776470588235294,0.7674418604651163,0.7594936708860759,0.7710843373493975,0.7999999999999998,0.7857142857142856
12,0.8444444444444444,0.7179487179487178,0.8,0.8809523809523809,0.8470588235294118,0.776470588235294,0.8395061728395062,0.8181818181818183,0.8536585365853658,0.8045977011494253
13,0.8192771084337349,0.7532467532467533,0.7692307692307692,0.8333333333333333,0.8636363636363636,0.6842105263157895,0.7594936708860759,0.8433734939759038,0.8148148148148148,0.8837209302325582
14,0.7865168539325844,0.7526881720430109,0.7391304347826085,0.7608695652173914,0.7872340425531915,0.7441860465116279,0.7674418604651162,0.7659574468085107,0.761904761904762,0.7659574468085107
15,0.7916666666666667,0.8222222222222223,0.795698924731183,0.8172043010752688,0.7659574468085107,0.7555555555555555,0.782608695652174,0.795698924731183,0.795698924731183,0.8043478260869565
16,0.7578947368421053,0.7142857142857143,0.7674418604651162,0.8314606741573034,0.8172043010752688,0.6987951807228915,0.7777777777777778,0.8387096774193549,0.7816091954022988,0.8089887640449438
17,0.7789473684210526,0.782608695652174,0.7865168539325844,0.795698924731183,0.795698924731183,0.782608695652174,0.8297872340425533,0.7608695652173914,0.8085106382978724,0.7835051546391751
18,0.8817204301075269,0.823529411764706,0.8409090909090908,0.8695652173913044,0.8571428571428571,0.8095238095238095,0.8275862068965518,0.891304347826087,0.8764044943820225,0.8888888888888888
19,0.746987951807229,0.7088607594936709,0.7532467532467533,0.8433734939759038,0.8505747126436781,0.7105263157894737,0.7792207792207793,0.8275862068965518,0.7951807228915663,0.8139534883720929
20,0.8723404255319148,0.8139534883720929,0.8139534883720929,0.8666666666666667,0.8444444444444444,0.8089887640449439,0.8275862068965518,0.8602150537634408,0.8695652173913044,0.891304347826087
21,0.8863636363636364,0.8181818181818183,0.8314606741573033,0.8791208791208792,0.891304347826087,0.8695652173913044,0.9111111111111111,0.8666666666666667,0.9111111111111111,0.8571428571428571
22,0.8089887640449439,0.775,0.8354430379746834,0.7727272727272727,0.7499999999999999,0.776470588235294,0.7951807228915663,0.7710843373493975,0.776470588235294,0.8172043010752689
23,0.8314606741573033,0.7272727272727273,0.7586206896551724,0.8444444444444444,0.8351648351648352,0.7674418604651163,0.8139534883720929,0.8695652173913044,0.8409090909090908,0.8444444444444444
24,0.8314606741573034,0.7560975609756099,0.7816091954022988,0.8085106382978724,0.8172043010752688,0.6666666666666666,0.813953488372093,0.8222222222222223,0.8636363636363636,0.853932584269663
25,0.7906976744186046,0.7710843373493975,0.7901234567901234,0.8571428571428571,0.8409090909090908,0.7857142857142858,0.8292682926829269,0.8505747126436782,0.8048780487804877,0.8433734939759038
26,0.8275862068965518,0.763157894736842,0.853658536585366,0.8470588235294118,0.8604651162790697,0.7341772151898734,0.810126582278481,0.8333333333333333,0.8433734939759038,0.888888888888889
27,0.7692307692307693,0.6913580246913581,0.7294117647058824,0.7912087912087912,0.782608695652174,0.7126436781609194,0.8095238095238095,0.7333333333333332,0.761904761904762,0.7555555555555555
28,0.8444444444444444,0.746987951807229,0.738095238095238,0.853932584269663,0.8571428571428571,0.7441860465116279,0.8089887640449439,0.8260869565217391,0.7954545454545455,0.8351648351648352
29,0.7555555555555555,0.7560975609756098,0.7560975609756098,0.8314606741573033,0.8275862068965518,0.7294117647058822,0.7640449438202247,0.8089887640449439,0.7865168539325843,0.7865168539325843
